id,search,music,iot,volume,weather,joke,conversational,alarm,open
182,"alexa what is on in the cinema near me tonight?
details a list of films
what time is the showing of avengers
voice_assistant: there is showings at 6pm and 8.30pm tonight
voice_assistant: would you like me to reserve you a seat?
user: yes
voice_assistant: would you like to pay an additional £1 for premium seats
user: yes please","user: alexa, play some music
voice_assistant: what music would you like to play?
user: play my playlist from spotify
voice_assistant: which playlist would you like to play?
user: my cooking soundtracks
voice_assistant: sure no problem
","user: alexa will you turn my light off at 10.30pm please
voice_assistant: sure no problem","user: Alexa, set volume to 6
voice_assistant: sure no problem (makes noise)","user: alexa whats the weather like in italy at the end of the week
voice_assistant: it is 25 degrees with a little chance of rain
user: remind me to pack swimming shorts at 8pm wednesday night
voice_assistant: ok no problem","user: alexa tell me some funny stories
voice_assistant: why dont aeroplanes study for exams, they just wing it
user: alexa whats in the new today
voice_assistant: alexa plays through headlines of the news
","user: alexa play me some calming noises
voice_assistant: sure no probelm
","user: alexa set an alarm for tomorrow morning 6am
voice_assistant: sure no problem
user: alexa set another alarm for 6.10am
voice_assistant: sure no problem
user: alexa when my alarm goes off in the morning, make sure i respond to you before turning my alarm off
voice_assistant: ok","user: alexa please can you book go karting in bristol next Tuesday please
voice_assistant: How many people for?
user: 4 adults
voice_assistant: Is karting king suitable for you, its the highest rated go karting track in Bristol based on reviews.
user: yes that would be great
voice_assistant: what time would you like it booked for?
user: 5pm please
voice_assistant: yes that time is available
user: ok great
voice_assistant: how would you like to pay?
user: Take it from my paypal please
voice_assistant: All done, enjoy your trip, I have set a reminder in your calendar"
183,"user: Is Black Widow on at the cinema today?
voice_assistant: Yes it's playing hourly from 7-10pm, would you like to book a seat?
user: Do I have anything scheduled for 8pm?
voice_assistant: Your schedule is clear for tonight.
user: Book it for 8pm then.","user: Can we play some music?
voice_assistant: Shall I play your favourite playlist?
user: Yes.
voice_assistant: Now playing your playlist.
","user: Schedule my lights to turn off in 30 minutes if I don't turn them off myself.
voice_assistant: Task set, goodnight.","user: Can you please turn the volume down.
voice_assistant: Lowering volume.
","user: What is the weather forecast for Italy during my trip?
voice_assistant: It is raining on the first day with a temperature of 21C, then the next day it will be 29C.
voice_assistant: I would suggest shorts and jeans, pack short sleeve t shirts and a warm coat.","user: Hey, can you stick a funny movie on?
voice_assistant: Any specific film or do you want me to pick one?
user: Surprise us.
","user: I can't sleep, any advice?
voice_assistant: Try sleeping on the left side of your body, it can help your stomach settle.
user: My stomach feels fine though.
voice_assistant: Reading or masturbation may help with you falling asleep, would you like some recommended videos?
user: No... thanks, I'll just read a book.
","user: I have a meeting tomorrow, please set an alarm for 6am.
voice_assistant: Alarm set.","user: Can you find me a recipe for couscous?
voice_assistant: I've found one here, let me read it out: *reads it*
user: What was the second step?
voice_assistant: *says second step*
"
184,"What are the latest films?
X, Y and Z
Is Chris Hemsworth in X?
He is in X
What showings are on at my nearest cinema?
12, 2 and 4 pm","user: I need a Thai recipe
voice_assistant: Spicy or mild?
user: Mild. What do I have in the fridge?
voice_assistant: You have the ingredients for a vegetable curry.
user: How long will it take to cook?
voice_assistant: Approximately 30 minutes. You will be finished in time for House.
user: Record House just in case it goes wrong.","user: Do I have a new book on my Kindle?
voice_assistant: You have two new books downloaded. A romance and a thriller.
user: Dim the lights and turn them off in one hour.
","Is the music too loud?
The music is loud but you like loud music
I do but should I turn it down?
You should turn it down as your neighbours have complained before
Good point. Please turn down the music.
","What is the weather like in Italy now?
Hot and sunny
Will it rain next week.
Rain is predicted for Tuesday.
Will it only rain on Tuesday?
There is a 65% chance of rain on Tuesday. 
Will it still be warm?
The temperature is estimated to be 70 degrees F.
So I should take an umbrella and a sunhat?
Yes and suncream for Wednesday.","user: Tell us a joke
voice_assistant: knock knock
user: who's there?
voice_assistant: doctor
user: doctor who?
voice_assistant: Exactly
user: Tell us which doctor you are
voice_assistant: The eleventh doctor played by Matt Smith
","user: How many sheep do I need to count to fall asleep
Studies say that counting up to 112 is the best number
So I should count to 112 and then I'll fall asleep?
I cannot promise you will sleep by counting to 112
What else will send me to sleep?
A heavy knock to the head","user: Set an alarm for 7am tomorrow
voice_assistant: Ok
user: Set a second alarm for 7.15 tomorrow
voice_assistant: Ok. Do you need to get up early? You have a meeting at 8am.
user: Yes, I must be awake early.
voice_assistant: The alarm will go off at 7am and music will switch on at 7.05am.","user: I need present ideas for a girlfriend
voice_assistant: Does she like chocolate?
user: No, she is on a diet.
voice_assistant: Does she like flowers?
user: Not really. She likes drawing.
voice_assistant: There are many good art books on Amazon. Does she have a favourite artist?
user: I think she likes Rubens.
voice_assistant: There is a biography of Rubens or a book of his paintings.
user: How much do they cost?
voice_assistant: Bother are £10.
user: Ok. Buy both and have them delivered to here. Please also remind me that it is Jo's birthday on the 4th August."
185,"user: alexa i want to go to empire cinemas, what films are on today
Top Gun, James Bond, Tenet, Peter Rabbit
user: Alexa I want to see tenet what time is it on at Empire Cinemas at (insert place name)
voice_assistant: Tenet is showing at (*********) at 9.30am, 11.15am, 12.05pm, 2.45pm, 4.25pm and 7.00pm
user: alexa I want to see tenet at 7.00pm how much are the tickets
voice_assistant: the tickets are £6.00 per person for an adult","Alexa, play absolute 80s
voice_assistant: Absolute 80s is now playing","user: alexa turn the lights off at 11pm
voice_assistant: reminder set to turn the lights off at 11pm","user: Alexa, are my neighbours home
voice_assistant: i'm not sure
user: alexa, volume down please
voice_assistant: volume decreasing
","user: Alexa, what is the weather like in Rome for the next week?
voice_assistant: the weather in Rome is cloudy with a chance of rain
user: Alexa, what is the temperature in Rome for the next week
voice_assistant: the temperature in Rome is expected to be 23 degrees
user: Alexa do people dress posh in Rome?
voice_assistant: Rome is an affluent area, therefore there are lots of designer shops","user: Alexa, tell us a funny story
voice_assistant: a man walks into a bar................................(Alexa tell us a funny story)
","user: alexa play some relaxing music for half an hour
voice_assistant: what kind of relaxing music?
user: play sounds of waterfalls until i fall aseep
","user: Alexa, set an alarm for 6am
voice_assistant: what is the alarm reminder for?
user: to wake me up and tell me to get out of bed as I have an important meeting to get to","user: Alexa, do I have any mature cheese or semi skimmed milk in the fridge?
voice_assistant: I will check for you
voice_assistant: You have soft cheese but no cheddar cheese and you have soya milk but no semi skimmed milk
"
186,"user: Minerva, I want to see a film. What's showing at my local cinema?
voice_assistant: There are (x) amount of cinemas nearby, which one would you like to know the times for?
user: The one closest to me
voice_assistant: *Lists the films that are playing and at what times they are playing*
","user: Minerva, please put on my playlist on the kitchen speakers
voice_assistant: Playing your playlist on the kitchen speakers.
","user: Hey Minerva, remind me to go to bed in 30 minutes.
voice_assistant: Of course! I'll make sure you don't stay up too late.
user: Thank you! Also, can you turn the lights off in an hour?
voice_assistant: Yes! The lights will turn off in an hour.","user: Minerva, please turn my music down.
voice_assistant: Of course!
","user: Minerva, what is the weather going to be like in Italy this week?
voice_assistant: The weather will be mostly sunny in Italy this week.
","user: Minerva, what games can a group of (x-amount of people) play?
voice_assistant: Here's a game I have installed! Would you like to run it, or would you like me to?
user: Can you host it please?
voice_assistant: Yes!
","user: Minerva, please put on sleep podcast
voice_assistant: Here's the most popular podcast related to sleep, is there anything else?
user: No thank you
","voice_assistant: Remember, you have that meeting tomorrow. Would you like me to set an alarm?
user: Yes please, in fact can you set multiple at 10 minute intervals?
voice_assistant: Of course. When would you like the first alarm to go off?
user: 7:00 am
voice_assistant: When would you like me to switch off the alarms?
user: 7:55am
voice_assistant: Absolutely!","user: Minerva, please check this document for me
voice_assistant: Checking - I have found 3 grammar mistakes and I have some suggestions as to how this could read better! Would you like to hear them?
user: Yes please.
voice_assistant: Awesome! I'll take you through the document and point out any areas of improvement!"
187,"user: Ether 
voice_assistant: Tell me the local cinema listings 
user: Searching local cinema listening 
","user: Ether 
voice_assistant: Yes 
user: Play my cooking playlist 
voice_assistant: Playing your cooking playlists 
","user: Ether 
voice_assistant: Yes 
user: Turn my lights off in 30 mins 
voice_assistant: Turning lights off in 30 mins","user: Ether 
user: Turn volume down 
Turning volume down 
","user: Tell me the weather for Italy for next week 
voice_assistant: The weather in Italy is going to be fine 
What temps 
The temp will be between 26 and 30
Thanks","Tell me a funny joke 
","Play relaxing mood music 
",Set alarm for 630 and repeat every 10 minutes,"user: Direct me to postcode 
Directing to post code 
"
188,"user: Hey what time can I watch the fantastic four at Hyde Park Cinema
voice_assistant: There are one time slot to watch the fantastic four at 15:00
user:","user: Hey can you play music from my spotify cooking playlist
voice_assistant: Cooking playlist is currently playing
","user: Hey can you turn off the lights after I fall asleep 
voice_assistant: Turning lights off after you have fallen asleep
","user: Hey can you turn the volume down enough so my neighbours can't hear
voice_assistant: Yes, I have turned down the volume so your neighbours can not hear
","user: I am planning to travel to Italy in two days what clothes should i pack for the weather
voice_assistant: The weather in Italy in two days will be hot I recommend a t-shirt and shorts
","user: Hey can you tell us a funny story
voice_assistant: Yes, I can tell you a funny story
","user: Hey I am having trouble falling asleep
voice_assistant: I can offer relaxing music to put you to sleep
user: That would be great
voice_assistant: Playing relaxing music
","user: Hey can you put an alarm for my meeting next morning 
voice_assistant: Yes alarm set before your meeting next morning
","user: Hey can you set the burglar alarm
voice_assistant: Burglar alarm has been set. 30 second before alarm is active."
189,"user: Hey Hugo, what is showing at the cinema tonight
voice_assistant: (film) is playing at the cinema at 5pm, 7pm and 8pm. (film) is playing at 5pm, 8:30pm and 10pm
user: Great, I think I'd like to go to see (film) at 7pm
voice_assistant: Good choice, would you like me to reserve tickets for you?
user: Yes please, just two
voice_assistant: That's all done for you, please collect them from the self-services machines on arrival","user: Hey Hugo, play some music
voice_assistant: What kind of music are you in the mood for?
user: I'm not sure, surprise me
voice_assistant: Sure thing, what are you doing now so I can match the music style
user: Just cooking
voice_assistant: Here is some music that you might like to cook to. I hope whatever you are making is extra tasty
","voice_assistant: Hi, are you still awake? 
user: Yes, still here
voice_assistant: Ok, just checking you hadn't fallen asleep with the lights on
user: No, but could you turn the lights out in 10 minutes, I'm just going to read a couple more pages
voice_assistant: Sure, night night","voice_assistant: Hi, the music is a little bit loud, remember the neighbours complained last time, maybe I could turn it down a bit
user: Yes, ok. Not too much though
voice_assistant: How about this? 
user: Yes, that's fine
","user: Hey Hugo, I am going away in two days but I'm struggling with what to pack
voice_assistant: Maybe I can help, what kind of trip is it?
user: Just a short holiday to Italy, I'm not sure whether I need to dress for warm or cooler climates
voice_assistant: The weather in Italy in two days is 28 degree, I think you can leave the jumpers out.
user: Great, thank you
voice_assistant: I'm always here to help","user: Hey Hugo, I've ran out of funny stories, do you know any?
voice_assistant: I have a huge collection of jokes if you think you're ready for them?
user: Depends, have you got any cheesy jokes
voice_assistant: I'm full of them. See what you think of these..
","user: Hey Hugo, I can't get to sleep. 
voice_assistant: Maybe I can help, would you like me to play some calming music to help you drift off to sleep?
user: It's worth a try
voice_assistant: Of course, try this.
","user: Hey Hugo, I have a meeting tomorrow morning
voice_assistant: What time in the morning?
user: It starts at 9am
voice_assistant: That's early, would you like me to set an alarm?
user: Yes please, at 6am
voice_assistant: No worries, that's all done for you","voice_assistant: Hi, you've got 20 miles of petrol left, its time to fill up soon
user: I hadn't realised. Is there a petrol station nearby?
voice_assistant: There is a petrol station 8 miles away, would you like to head there now
user: Yes please
voice_assistant: All sorted, I have diverted our journey, just follow the directions and you will reach the petrol station in around 13 minutes"
190,"user: Alfe tell me the times that Batman is showing at the local cinema.
voice_assistant: Hi, the film Batman is showing today at 4pm, 5pm and 6pm.
user: Thank you Alfe
voice_assistant: I am glad that I could help","user: Alfe can you play some upbeat music
voice_assistant: Hope you like my choice
user: Thank you nice choice
voice_assistant: Happy to help
","user: Alfe can you turn my bedroom light of in to hours
voice_assistant: yes of course
user: Thank you
","user: Alfe please play music only on the far side of the house.
voice_assistant: Music now playing on the far side of the house only.
user: Thank you Alfe
voice_assistant: I am glad I could help.
","user: Alfe can you give me a weather forecast for Italy
voice_assistant: the weather in Italy is sunny and hot with no rain for the next fortnight
user: thank you Alfe
voice_assistant: your welcome
","user: Hi Alfe please tell me a funny story.
voice_assistant: Of course, hat would you like the story to be about.
user: Tell me a funny story about a dog
voice_assistant: Alfe tells a funny story about a dog
user: Thank you Alfe
voice_assistant: I am glad I could hep
","user: Hi Alfe, please tell me a bedtime story.
voice_assistant: Of course, what type of story would you like?
user: A story about magic please.
voice_assistant: Ok. Alfe tells a story about wizards, fairies and pixies.
user: Please tell me another story
voice_assistant: Of course, what type of story would you like?
user: An adventure story.
voice_assistant: Ok. Alfe tells an adventure story
user: zzzzzzz
","user: Alfe, please set an alarm for 7am.
voice_assistant: Of course, your 7am alarm has been set.
voice_assistant: Would you like me to set several alarms to ensure you wake up?
user: Yes please, set 3 alarms.
voice_assistant: Ok, you have alarms set at 6:40, 6:50 and 7am.
user: Thank you Alfe
voice_assistant: I am glad I could help.","user: Alfe, is anything inn the fridge going out of date tomorrow?
voice_assistant: Hi, the cucumber, ham and chicken are best before the end of tomorrow.
user: Thank you Alfe, is there anthing that needs restocking in the fridge.
voice_assistant: Yes, you need more orange juice and milk.
user: Thank you Alfe
voice_assistant: I am glad I could help.
"
191,"user: Hey Google, what films are on at the cinema tonight
voice_assistant: Hey Eleanor, the following films are playing at your local cinema this evening: Tenet, XMen, James Bond and Avatar 2
user: At what times is Tenet playing?
voice_assistant: Tenet is playing at 6pm, 7:30pm, and 9pm
user: Thanks Google","user: Hey Google, play my cooking playlist
voice_assistant: Okay - here it is 
","user: Hey Google, please can you turn the bedroom lights off when I fall asleep 
voice_assistant: Hey Elle, no problem, I'll make sure to do that
","user: Hey Google, could you turn the music down so my neighbours can't hear it
voice_assistant: Hey Elle, no problem 
","user: Hey Google, what's the weather like in Italy this week
voice_assistant: Hey Elle, the weather will be sunny all week, with highs of 28 and lows of 16. Would you like a day-by-day breakdown?
user: No thanks","user: Hey Google, can you suggest any group games to play
voice_assistant: Hey Elle, here are a couple of suggestions for group games -  never have I ever ,  two truths one lie  and  who's most likely to 
user: Can you describe how to play two truths one lie
voice_assistant: Each person tells the others a two truths and one lie about themselves and the rest of the group have to guess which are truths and which are lies
user: Thanks
","user: Hey Google, could you play some relaxing music until I fall asleep
voice_assistant: Hey Elle, no problem - here's some relaxing music 
","user: Hey Google, could you set an alarm for 7am 
voice_assistant: Hey Elle, an alarm at 7am has been set","user: Hey Google, what is Moore's Law
voice_assistant: Hey Elle, Wikipedia defines Moore's law as the observation that the number of transistors in a dense integrated circuit doubles about every two years. Would you like to hear more?
user: No thanks
"
192,"user: Assistant, I want to see a film. What films are there?
voice_assistant: At 2:45pm, 4pm, and 6:15pm, Black Panther is showing.
voice_assistant: At 3:15pm, Tenet is showing.
voice_assistant: At 4:30pm, The New-
user: Assistant, buy me a ticket to see Tenet at 3:15.
voice_assistant: A ticket to see Tenet at 3:15 will be £10. Is that okay.
user: Yep.
voice_assistant: Okay, done.","user: Assistant, put on some music while I cook.
voice_assistant: Okay. I see you took bacon and eggs out of the fridge, so I'll play some relaxing music for the next 8 minutes and update your fridge.","voice_assistant: The time is 11pm. If you want to read a book and have a healthy sleep before your alarm, you should start reading now.
user: Assistant, what time is my alarm?
voice_assistant: Your next alarm is set for 8am tomorrow.
user: Assistant, in 30 minutes, turn the lights off.
voice_assistant: Okay. Your lights will start dimming over a minute at 11:30pm.","user: Assistant, turn up the volume a lot.
voice_assistant: Are you sure you would like to do that? It is late at night and the neighbours may be annoyed.
user: Assistant, turn up the volume a little bit.
voice_assistant: Okay. I'll increase the volume to just 60%.","user: Assistant, what clothing should I pack?
voice_assistant: You're going to Italy in 2 days, for a week. Start by packing 7 pairs of underwear.
user: What's next?
voice_assistant: Next, 7 pairs of socks.
user: Next?
voice_assistant: Next, 3 short sleeve t-shirts.
user: How many?
voice_assistant: 3 short sleeve t-shirts.
user: Next
voice_assistant: Next, 3 pairs of shorts
user: Next
voice_assistant: That should be all you'll need.","user: Assistant, remind me of a funny story.
voice_assistant: I looked through your memories and found something from when you went to France last year. Here are the pictures you took.
user: Assistant, where did I go in this picture?
voice_assistant: This was at 1pm on your 2nd day of your France trip. You were just leaving the restaurant with your brother.
user: Oh, I remember now. Thanks, Assistant.","user: Assistant, I can't sleep.
voice_assistant: Okay, I'll warm up your room and turn off the light that's on in the hallway. Would you like me to play some soothing tones in the background?
user: Sure.
voice_assistant: Would you like white noise, the sound of water flowing, or some peaceful music?
user: Water sounds good.
voice_assistant: Okay, I'll play that right now.
","user: Assistant, make sure I wake up at 6am tomorrow. It's very important.
voice_assistant: Okay, I'll set alarms from 5:50am to 6am, and I'll make sure your volume is at the maximum.
voice_assistant: I'll also track your location in the morning and not stop the last alarm until you've left your bedroom.","user: Assistant, did I leave anything on at home?
voice_assistant: There is a light on in the kitchen, and nobody's at home. Should I turn that off for you?
user: Yes, please.
voice_assistant: Okay, done.
"
193,"user: Please check the films at the Odeon in Wimbledon
voice_assistant: Films showing at Odeon is now showing
user: Please check what time Fast and Furious 9 is showing 
voice_assistant: Times of Fast and Furious 9 is showing
user: Thank you.","user: Please open You Tube
voice_assistant: You Tube is open
user: Thank you. Please look for soft music on You Tube.
voice_assistant: Searching for soft music. List of soft playlist found. 
user: Please choose playlist 7
voice_assistant: Playlist 7 is now playing
user: Thank you","voice_assistant: You look like you want to go to bed
user: Yes i am nearly ready for bed
voice_assistant: Do you want to finish off the novel you were reading yesterday
user: Yes i would like that. Please open to where i left off yesterday
voice_assistant: Novel is now open to where you stopped reading yesterday
user: Thank you. Please dim the lights
voice_assistant: Lights are now dimmed
user: Thank you. 
","voice_assistant: Your music is becoming loud. Please note the email from the local authority on noise
user: Thank you for the reminder. Please low the volume of the music
voice_assistant: The volume is now low.
user: Please play only soft music so i don't disturb the neighbours. 
voice_assistant: Soft music playing
user: Thank you
","user: Check weather in Italy in 2 days time
voice_assistant: Weather in Italy is showing sunny spells and 25 degrees
user: What is weather i Italy for one week?
voice_assistant: Weather showing for one week in Italy. Sunny and 25 degrees and above 
user: Perfect. Please search for summer clothing on new look
voice_assistant: Summer clothing now showing from new look
user: Please add light blue bikini to my basket
voice_assistant: Adding bikini to basket.
user: Thank you","user: Please look for entertaining ideas for 10 adults
voice_assistant: Entertaining ideas for 10 people or more now showing
user: Please select third article on google
voice_assistant: Third article selected
user: Thank you.","voice_assistant: I see you are having trouble sleeping
user: Yes i don't know what to do.
voice_assistant: Can i recommend some remedies to try to help you sleep
voice_assistant: Yes please search for sleeping remedies
user: Thank you
voice_assistant: Sleeping remedies options are the following
user: I like the sound of the second remedy. Please open the description of remedy two.
voice_assistant: Description on remedy two is showing.
user: Thank you.
","user: Please set two alarms
voice_assistant: What time would you like the first alarm?
user: The first alarm to be set at 6am
voice_assistant: The alarm has been set. What time would you like your second alarm to be set?
user: The second alarm to be set at 6:30am. It gives me 30mins extra to sleep.
voice_assistant: Second alarm is set for 6:30am. Is there anything else
user: That will be all for now. Thank you.","user: Please check available flights from London to Las Vegas in the next 4 months.
voice_assistant: Flights from London to Las Vegas is now showing.
user: Thank you. Please check all morning flight times to Las Vegas.
voice_assistant: All morning flight times are now showing.
user: Thank you. Please show me prices for economy and business class.
voice_assistant: Prices for economy and business class showing.
user: Thank you."
194,"user: Hey Henry, whats on at the cinema?
voice_assistant: There are several movies currently showing. Would you like me to list them off?
user: Yes.
voice_assistant: searching the films currently showing at your local cinema. There is.... (proceeds to list movies)
user: What time is (the selected movie) showing today?
voice_assistant: 6:00pm, 8:00pm and midnight. Would you like me to book a ticket for you?
user: No thanks.
voice_assistant: Okay. If you change your mind simply say say  Hey Henry, book me a cinema ticket .
user: Thanks Henry.","user: Hey Henry, play some smooth jazz.
voice_assistant: Right away. How about this? (plays smooth jazz).
","user: Hey Henry, turn off the lights, if I fall asleep.
voice_assistant: Okay, I will ask you in one hour if you are asleep. If you do not respond I will turn off the lights. Is that okay?
user: No, ask me in 30 mins.
voice_assistant: okay, I will ask you in 30 mins.
voice_assistant: (30 mins later) Hey, are you asleep?
user: (15 seconds and no reply)
voice_assistant: (lights turn off)","user: Hey Henry, lower the bass on the music.
voice_assistant: By how much?
user: half.
voice_assistant: Okay. (lowers bass.)
","user: Hey Henry, what will the weather be like in Italy in 2 days?
voice_assistant: It will be hot and sunny with temperatures reaching 32 degrees.
user: What type of clothes would be best for that weather?
voice_assistant: I'd recommend shorts and light, loose fitting clothing.
user: Thanks Henry.","user: Hey Henry, tell me a story.
voice_assistant: what kind of story would you like to hear?
user: a short story?
voice_assistant: any particular genre?
user: a funny story.
voice_assistant: okay.
","user: Hey Henry, I can't sleep.
voice_assistant: Would you like me to play some soothing sounds?
user: Yes.
voice_assistant: Crashing waves is the most popular. Would you like me to play that?
user: Yes.
voice_assistant: (plays crashing waves).
user: Thank you, Henry.
voice_assistant: You're welcome.
","user: Hey Henry, wake me up at 7:00am. Do not let me oversleep.
voice_assistant: Okay. Setting your alarm for 7:00am. If you do not get up and push my off button, I will not stop ringing and my alarm will increase in volume.
user: Thanks Henry.
voice_assistant: Your welcome.","user: Hey Henry, I'm starving.
voice_assistant: Would you like me to find you a recipe or order you some food?
user: I want a recipe, but I only have eggs, cheese, onions and mushrooms.
voice_assistant: How about a recipe for a mushroom omlette?
user: That would be great.
voice_assistant: (Proceeds to read recipe). Did you get that? Or would you like me to read along as you cook?
user: I got it.
voice_assistant: Would you like me to save it to your favourites?
user: Yes.
voice_assistant: Okay, saving it to your favourite recipes.
"
195,"what films are on today
heres what i found for films
","user: play fave playlist in spotify
voice_assistant: playing
","user: turn lights off at 12am
voice_assistant: ok","user: turn down the volume 
voice_assistant: ok
","what will the e
","user: Voice assistant tell me something funny
voice_assistant: Knock, knock. 
user: Who’s there? 
voice_assistant: Twit. 
user: Twit who? 
voice_assistant: Did anyone else hear an owl?
","play some calming music 
ok
","user: set an alarm for 6am
voice_assistant: Alarm set for 6am","user: can you help me with my essey
voice_assistant: sure, what you like me to white about
user: Mediation within the NHS
voice_assistant: Done.
user: thank you
"
196,"user: Jarvis, read out to me all the film times at my local cinema 
voice_assistant: Hi Molly, here is a list of all the film times at your local cinema, Vue.
voice_assistant: Proceeds to read them out.
user: Thank you Jarvis
voice_assistant: You’re welcome. Would you like me to book you a ticket?
user: No thanks, I’ll do it later
voice_assistant: Ok Molly.
","user: Jarvis
voice_assistant: Yes?
user: Play me my ‘most recents’ playlist.
voice_assistant: Playing your ‘most recents’ playlist.
user: Thanks Jarvis.
user: Can you also find me a recipe for a balsamic dressing.
voice_assistant: Here are some recipes I found on the web.
","user: Jarvis, please set the lights to dim.
voice_assistant: The lights have been set to dim.
user: Could you also please set the lights to turn off at 11pm.
voice_assistant: The lights have been set to turn off at 11pm. Is that all?
user: Yes thanks.","user: Jarvis, can you turn down the music?
voice_assistant: Yes I can do that.
voice_assistant: Volume has been turned down to medium. Is there anything else I can do?
user: No that’s okay thanks Jarvis.
","user: Jarvis tell me the average weather temperature  for this time of the month in Italy 
voice_assistant: The average temperature for Italy this time of the year is 20 degrees.
user: What has the weather been the last week?
voice_assistant: Weather in Italy the past week has been averaging 20 degrees with slight breeze
user: Thankyou jarvis
voice_assistant: That’s okay","user: Jarvis 
voice_assistant: Yes 
user: Google the top 10 funniest stories 
voice_assistant: Okay Molly. 
voice_assistant: Searching now for the top 10 funniest stories 
user: Thankyou 
voice_assistant: Here I have found the first website with the top 10 funniest stories 
user: Read the first one 
voice_assistant: Okay. The number 1 funniest story ..
voice_assistant: Proceeds to read story","user: Jarvis, play me some relaxing music to help me sleep
voice_assistant: Googling sleeping music 
voice_assistant: Here, I have found a 15 minute video of a melody of Japanese music that helps you sleep 
user: Thankyou, play
voice_assistant: Playing now,","user: Jarvis, please can you set me several alarms for the morning 
voice_assistant: Yes molly. I can do that 
voice_assistant: When would you like to set the first alarm for?
user: Set it for 6.30am and label it ‘Wake up’
voice_assistant: ‘Wake up’ alarm set for 6.30am
user: Set the next one for 6.45am and label it ‘get up’
voice_assistant: ‘Get up’ alarm set for 6.45am
user: Set the next alarm for 7.00am and label it ‘get in the shower’
voice_assistant: ‘Get in the shower’ alarm set for 7.00am
user: Set the final alarm for 7.30am and label it ‘YOUR LATE’
voice_assistant: ‘YOUR LATE’ alarm set for 7.30AM
user: At 8am wish me luck for my meeting 
voice_assistant: Reminder to wish you luck for your meeting set for 8am
user: Thanks Jarvis
voice_assistant: No problem.","user: Jarvis, I’m travelling from Lands end to Bristol please tell me which service stations are open 24hrs along the way
voice_assistant: Okay Molly, please wait whilst I find out the service stations which will be open.
user: Thanks
voice_assistant: Molly, I have found 3 stations which are open 24hrs, would you like me to store them onto your satnav 
user: Yes please, thank you Jarvis
voice_assistant: All stored, You’re welcome."
197,"user: Hi - I want to see a movie between 7 and 8pm tonight.  What starts at the Quay during that time?
voice_assistant: Movies at the Quay starting between 7 and 8pm tonight .... Movie 1 7:05, Movie 2 7:10, Movies 3&4 7:35
user: Thanks.","user: Hi - play me a random selection of 1980s UK hits
voice_assistant: Selecting 1980s UK hits .... playing 1980s UK hits
user: Cheers.","user: Hi can you check in with me every 15 minutes and if I do not respond please switch off the lights?
voice_assistant: Sure, I will do that for you.  Goodnight.
user: Cheers.","user: Hi - please reduce music level to  ambient 
voice_assistant: Setting music level to ambient as requested
user: Cheers
","user: Hi - what will the weather be like in Rome on Thursday and Friday this week.
voice_assistant: Weather in Rome Thursday - 28degrees, 5km wind, no rain.  Weather in Rome Friday 26degrees, 10km wind, 0.3mm rain.
user: Cheers.","user: Hi - please play some funny stories from Parkinson interviews
voice_assistant: Selecting audio interviews from Parkinson.  Playing audio interviews.
user: Cheers.
","user: Hi - could you play me some relaxing music for 30 minutes - use the same one as last Friday
voice_assistant: Choosing  Music To Sleep By  .... playing now for 30 minutes.
user: Cheers.","user: Hi - please alert me at 6:30am tomorrow.  Alert me every 3 minutes after that until I respond
voice_assistant: Alert set for 6:30am Tuesday.  Alert will repeat at 3 minute intervals until you respond.
user: Cheers.","user: Hi - how long until I'm home?
voice_assistant: You will arrive at your home in 20mins 30secs
user: Ok.  Please switch on lights in hall and living room in 18mins.
voice_assistant: Hall and living room lights programmed to switch on in 18mins.
user: Thanks."
198,"user: List local cinemas near me. 
user: Show me what films are showing nearby
","user: Play music
voice_assistant: What are you doing right now? 
","voice_assistant: Have you switched everything off? 
user: Yes
voice_assistant: Would you like a reminder another time? 
","user: Volume down
voice_assistant: Volume down
user: ","user: What is the weather like in Italy over the next few days? 
voice_assistant: Sunny, would you like a list of what to pack? 
","user: Tell me a funny story
voice_assistant: What sort of story do you want me to read out? 
","user: Help me sleep
voice_assistant: I have an app that can help you sleep and clear your head, would you like to try it? lile
","user: Set alarm for 0700 tomorrow morning? 
voice_assistant: Would you like me to set the snooze alarm?","user: What movie is this from? 
voice_assistant: This movie is a horror and stars.... 
"
